Introduction,Quarters,HouseType,Area,PeopleNumber,WatchNumber,ReleaseTime,TotalPrice,Price,Dist,Lotitude
藏经馆胡同15号院，简装朝南一居室。,藏经馆胡同15号院 , 1室1厅 ,35.68,24.0,6.0, 17天以前发布,480.0,134530.0,东城,"116.404392,39.948535"
东城区 城市亮点 朝西一居室 47.11平米 已改小两居,城市亮点 , 1室1厅 ,47.11,42.0,9.0, 16天以前发布,420.0,89154.0,东城,"116.408381,39.874173"
史家小学，商品房满五年家庭名下只有一个房子，大两居,朝阳门南小街 , 2室1厅 ,69.82,25.0,6.0, 28天以前发布,850.0,121742.0,东城,"116.433451,39.923705"
东中街 方正三居室 歌剧院家属楼,东中街 , 3室1厅 ,68.81,26.0,2.0, 13天以前发布,720.0,104636.0,东城,"116.443175,39.941889"
朝南一居无遮挡   满五年税少   业主诚售,新裕家园 , 1室1厅 ,78.42,39.0,4.0, 13天以前发布,850.0,108391.0,东城,"116.429768,39.898926"
海晟国际公寓 1室0厅 539万,海晟国际公寓 , 1室0厅 ,47.0,13.0,3.0, 9天以前发布,539.0,114681.0,东城,"116.448623,39.945062"
青年湖北里 2室1厅 510万,青年湖北里 , 2室1厅 ,50.35,53.0,58.0, 24天以前发布,510.0,101291.0,东城,"116.411359,39.964549"
金鱼池精装东西复式 满五年 拎包入住,金鱼池中区 , 4室3厅 ,136.7,148.0,61.0, 9个月以前发布,960.0,70227.0,东城,"116.415431,39.896044"
左安漪园  顶层复式 北向可看龙潭湖 南侧正对小区花园,左安漪园 , 5室2厅 ,178.26,21.0,3.0, 2个月以前发布,2000.0,112196.0,东城,"116.4471,39.879796"
 全南向复式！13米采光面！270度视野涵盖CBD商务圈！,海晟名苑 , 3室2厅 ,295.56,32.0,1.0, 1个月以前发布,3600.0,121803.0,东城,"116.447783,39.94387"
东城区小区 已购公房住宅 满五年 诚心出售,安乐林二条 , 2室1厅 ,57.84,422.0,30.0, 2个月以前发布,398.0,68811.0,东城,"116.41279,39.868416"
东城区2005年小区满五年朝南正规一居室楼层好,景泰西里西区 , 1室1厅 ,60.29,112.0,24.0, 3个月以前发布,440.0,72981.0,东城,"116.414356,39.869475"
东四十条甲34号院低楼层两居，东南向,东四十条甲34号院 , 2室1厅 ,59.16,272.0,28.0, 1个月以前发布,550.0,92969.0,东城,"116.433198,39.939133"
金世纪嘉园 3室1厅 865万,金世纪嘉园 , 3室1厅 ,109.44,235.0,60.0, 4个月以前发布,865.0,79039.0,东城,"116.4515,39.904606"
南二环边 东城区永铁苑 业主诚心出售,永铁苑 , 2室1厅 ,74.4,177.0,32.0, 2个月以前发布,535.0,71909.0,东城,"116.400766,39.875202"
东单 灯市口赵堂子胡同 中间楼层 精装修一居室 诚售！,赵堂子胡同 , 1室1厅 ,46.79,114.0,21.0, 1个月以前发布,450.0,96175.0,东城,"116.434565,39.919951"
南北通透格局，采光充足，配套设施齐全,永定门东街东里 , 2室1厅 ,47.45,31.0,0.0, 17天以前发布,410.0,86407.0,东城,"116.418605,39.879823"
元嘉国际公寓 复式两居 出行方便 2003年建成,元嘉国际公寓 , 2室1厅 ,117.2,102.0,0.0, 3个月以前发布,880.0,75086.0,东城,"116.443318,39.942275"
无个人所得税 安静楼层 大阳台 独立洗衣房,万国城MOMA , 2室1厅 ,123.6,27.0,5.0, 2个月以前发布,1350.0,109224.0,东城,"116.444857,39.954789"
东城 望陶园 西南大两居室 精装 带停车位,望陶园小区 , 2室1厅 ,114.42,72.0,14.0, 3个月以前发布,700.0,61179.0,东城,"116.400737,39.870957"
免个税  东西通透  24小时门卫,美惠大厦 , 3室2厅 ,178.0,42.0,18.0, 1个月以前发布,1067.0,59944.0,东城,"116.444157,39.935985"
南北通透大三居 中间楼层采光好 ,西革新里108号院 , 3室1厅 ,118.62,94.0,18.0, 3个月以前发布,720.0,60699.0,东城,"116.402557,39.873785"
东四十条  房子是层高高  交通便利,东四十一条 , 3室0厅 ,96.63,98.0,22.0, 5个月以前发布,910.0,94174.0,东城,"116.428599,39.940406"
外馆东街  南北通透  户型方正  楼下就是柳荫公园,外馆东街50号院 , 2室1厅 ,56.51,140.0,12.0, 2个月以前发布,480.0,84941.0,东城,"116.408548,39.969374"
水上华城  朝东正规两居 格局方正无浪费 免税,水上华城 , 2室2厅 ,110.79,60.0,24.0, 3个月以前发布,1060.0,95677.0,东城,"116.448783,39.894213"
水上华城 2室1厅 1060万,水上华城 , 2室1厅 ,113.11,29.0,20.0, 14天以前发布,1060.0,93715.0,东城,"116.448783,39.894213"
富贵园三区 1室1厅 610万,富贵园三区 , 1室1厅 ,63.74,11.0,0.0, 10天以前发布,610.0,95702.0,东城,"116.438785,39.900278"
公园门口东南带电梯大一居，可改两居室,上龙西里 , 1室1厅 ,52.43,158.0,51.0, 3个月以前发布,500.0,95366.0,东城,"116.412788,39.958761"
中海紫御公馆 2室2厅 990万,中海紫御公馆 , 2室2厅 ,90.48,122.0,41.0, 6个月以前发布,990.0,109417.0,东城,"116.399108,39.876842"
南水关 3室1厅 838万,南水关 , 3室1厅 ,102.09,147.0,33.0, 5个月以前发布,838.0,82085.0,东城,"116.447436,39.897461"
和平新城东南北向两居，带双卫，楼层高视野好,和平新城一期 , 2室1厅 ,126.38,13.0,9.0, 1个月以前发布,1300.0,102865.0,东城,"116.432835,39.957774"
东城区永定门 东南向三居室 高楼层 满五年,富莱茵花园 , 3室2厅 ,148.63,123.0,6.0, 1个月以前发布,836.0,56248.0,东城,"116.414452,39.866869"
东直门内北小街8号院南北向3居电梯直达,东直门内北小街8号院 , 3室1厅 ,124.74,65.0,10.0, 3个月以前发布,1400.0,112234.0,东城,"116.432388,39.95399"
中景濠庭 4室2厅 2000万,中景濠庭 , 4室2厅 ,287.85,20.0,6.0, 3个月以前发布,2000.0,69481.0,东城,"116.405688,39.957686"
禄米仓胡同 2室1厅 900万,禄米仓胡同 , 2室1厅 ,73.3,16.0,7.0, 1个月以前发布,900.0,122784.0,东城,"116.433366,39.923111"
官书院小区 南北通透 精装两居室 低楼层 诚意出售,官书院 , 2室1厅 ,99.02,49.0,3.0, 1个月以前发布,1250.0,126238.0,东城,"116.416828,39.952781"
海运仓小区 1室1厅 598万,海运仓小区 , 1室1厅 ,48.01,53.0,20.0, 1个月以前发布,598.0,124558.0,东城,"116.435055,39.941656"
安外东河沿 2室0厅 660万,安外东河沿 , 2室0厅 ,54.57,29.0,15.0, 1个月以前发布,660.0,120946.0,东城,"116.417991,39.956806"
满五年公房 培新小学  双卧室朝南 高楼层,广渠门内大街 , 2室1厅 ,64.31,99.0,15.0, 3个月以前发布,570.0,88634.0,东城,"116.448316,39.900192"
法华南里南北通透二居室，采光充足，格局方正,法华南里 , 2室1厅 ,67.84,63.0,16.0, 1个月以前发布,660.0,97288.0,东城,"116.434144,39.892211"
金鱼池中区 2室1厅 416万,金鱼池中区 , 2室1厅 ,57.0,128.0,17.0, 1个月以前发布,416.0,72983.0,东城,"116.415431,39.896044"
广渠门中学 本家润园三区两居室 面对小区花园 不临街,本家润园三期 , 2室1厅 ,63.09,29.0,3.0, 27天以前发布,600.0,95103.0,东城,"116.44366,39.903303"
鼎盛园 2室1厅 590万,鼎盛园 , 2室1厅 ,81.91,25.0,4.0, 19天以前发布,590.0,72031.0,东城,"116.415784,39.870977"
民主北街22号院 2室1厅 450万,民主北街22号院 , 2室1厅 ,51.01,22.0,3.0, 18天以前发布,450.0,88218.0,东城,"116.40952,39.874629"
中海紫御公馆 开发商精装南向两居室 ,中海紫御公馆 , 2室2厅 ,91.1,157.0,118.0, 6个月以前发布,999.0,109660.0,东城,"116.399108,39.876842"
史家小学南北通透带电梯，高楼层没遮挡 距地铁412米,豆瓣胡同 , 2室1厅 ,83.2,114.0,190.0, 3个月以前发布,1100.0,132212.0,东城,"116.437847,39.933684"
东城小三居，满五年，明厨明卫，无遮挡，不临街,富莱茵花园 , 3室1厅 ,86.5,253.0,87.0, 3个月以前发布,580.0,67053.0,东城,"116.414452,39.866869"
东单协和医院 国家旅游局央产房 南北通透三居室,贡院西街 , 3室1厅 ,78.59,194.0,134.0, 4个月以前发布,778.0,98995.0,东城,"116.437148,39.916982"
和平里一小南北两居价位可谈有钥匙随时看房,和平里五区 , 2室1厅 ,55.11,359.0,281.0, 5个月以前发布,580.0,105245.0,东城,"116.426912,39.960779"
金世纪嘉园 东南两居 高楼层 视野好,金世纪嘉园 , 2室1厅 ,75.74,392.0,169.0, 6个月以前发布,610.0,80539.0,东城,"116.4515,39.904606"
东厂胡同 1室1厅 465万,东厂胡同 , 1室1厅 ,40.4,87.0,81.0, 1个月以前发布,465.0,115100.0,东城,"116.415839,39.929045"
分司厅双南向二居阳光房，采光好，临地铁,车辇店胡同 , 2室1厅 ,71.0,109.0,70.0, 1个月以前发布,790.0,111268.0,东城,"116.410619,39.95174"
贡院西街  南向一居  明厨明卫  带阳台,贡院西街 , 1室1厅 ,44.51,105.0,92.0, 2个月以前发布,480.0,107841.0,东城,"116.437148,39.916982"
东城二环里左安漪园东西通透大两居,左安漪园 , 2室1厅 ,118.62,38.0,46.0, 1个月以前发布,1070.0,90205.0,东城,"116.4471,39.879796"
西南双阳台 一居   可改两居   满五 ,天利园 , 1室1厅 ,66.24,36.0,13.0, 3个月以前发布,658.0,99336.0,东城,"116.443031,39.898481"
南二环天坛南门安乐林路商品房两居,景泰嘉园 , 2室1厅 ,108.75,89.0,11.0, 4个月以前发布,750.0,68966.0,东城,"116.419009,39.87095"
左安溪园 3室2厅 1500万,左安溪园 , 3室2厅 ,147.53,87.0,27.0, 3个月以前发布,1500.0,101675.0,东城,"116.444673,39.881316"
东城区 富莱茵花园 朝南一居室 不临街,富莱茵花园 , 1室1厅 ,49.28,282.0,22.0, 1个月以前发布,330.0,66965.0,东城,"116.414452,39.866869"
南北通透两居 前后不临街 中间楼层采光好,东花市北里中区 , 2室2厅 ,103.41,8.0,0.0, 1个月以前发布,1200.0,116043.0,东城,"116.439746,39.905443"
和平里七区 3室1厅 830万,和平里七区 , 3室1厅 ,77.72,54.0,29.0, 23天以前发布,830.0,106794.0,东城,"116.427853,39.966824"
官书院南北向 下叠复式六居室 低楼层带小院,官书院 , 6室2厅 ,231.24,197.0,71.0, 3个月以前发布,1850.0,80004.0,东城,"116.416828,39.952781"
砖角楼北里双南向两居 满五年公房 诚心出售,砖角楼北里 , 2室1厅 ,52.64,192.0,12.0, 3个月以前发布,420.0,79788.0,东城,"116.43581,39.962757"
龙潭北里三条 2室1厅 950万,龙潭北里三条 , 2室1厅 ,141.24,48.0,21.0, 10个月以前发布,950.0,67262.0,东城,"116.445401,39.889503"
东城区 安乐林中街  南向中高楼层,安乐林中街 , 1室0厅 ,37.74,513.0,29.0, 8个月以前发布,280.0,74192.0,东城,"116.41483,39.868007"
南北通透大两居室  业主诚心出售,永合馨苑 , 2室1厅 ,118.03,100.0,23.0, 2个月以前发布,720.0,61002.0,东城,"116.403631,39.869863"
安德里北街25号院 1室1厅 590万,安德里北街25号院 , 1室1厅 ,46.87,70.0,14.0, 8个月以前发布,590.0,125881.0,东城,"116.394978,39.963326"
南北通透 电梯直达 视野好 出行方便,景泰西里西区 , 2室1厅 ,88.84,114.0,87.0, 1个月以前发布,650.0,73166.0,东城,"116.414356,39.869475"
东城区 富莱茵花园 朝南一居室 不临街,富莱茵花园 , 1室1厅 ,49.28,141.0,23.0, 1个月以前发布,350.0,71023.0,东城,"116.414452,39.866869"
火桥北里 2室1厅 456万,火桥北里 , 2室1厅 ,57.0,10.0,4.0, 28天以前发布,456.0,80000.0,东城,"116.439939,39.887883"
法华南里 南北两居 送露台面积,法华南里 , 3室1厅 ,71.32,38.0,60.0, 1个月以前发布,720.0,100954.0,东城,"116.434144,39.892211"
朝东视野开阔 157平大两居商品房 ,建国门北大街5号 , 2室1厅 ,157.0,40.0,62.0, 2个月以前发布,860.0,54778.0,东城,"116.440442,39.919755"
新世界家园南北通透的两居室 看房方便,新世界家园 , 2室2厅 ,123.26,95.0,152.0, 9个月以前发布,1117.0,90622.0,东城,"116.423741,39.90101"
天坛边法华南里 西向一居 精装修,法华南里 , 1室1厅 ,47.56,123.0,80.0, 5个月以前发布,420.0,88310.0,东城,"116.434144,39.892211"
前门东大街 3室1厅 490万,前门东大街 , 3室1厅 ,55.59,79.0,48.0, 6个月以前发布,490.0,88146.0,东城,"116.416214,39.906904"
兴隆都市馨园 1室0厅 370万,兴隆都市馨园 , 1室0厅 ,28.96,35.0,1.0, 8天以前发布,370.0,127763.0,东城,"116.420099,39.901616"
业主变现 诚心出售 两居 黄寺大街28号院,黄寺大街28号院 , 2室1厅 ,61.43,42.0,30.0, 28天以前发布,522.0,84975.0,东城,"116.395564,39.968986"
龙潭北里四条 3室1厅 538万,龙潭北里四条 , 3室1厅 ,58.79,47.0,9.0, 1个月以前发布,538.0,91513.0,东城,"116.446551,39.889406"
国瑞城西区公寓  精装商品房  闹中取静,国瑞城西区 , 2室1厅 ,145.25,21.0,13.0, 4个月以前发布,1250.0,86059.0,东城,"116.425856,39.90406"
北二环外 外馆斜街 凯景铭座 高楼层 观景 西南2居 ,凯景铭座 , 2室1厅 ,137.39,33.0,7.0, 4个月以前发布,1230.0,89527.0,东城,"116.410253,39.968681"
东四十条甲34号院 3室1厅 750万,东四十条甲34号院 , 3室1厅 ,75.89,94.0,10.0, 3个月以前发布,750.0,98828.0,东城,"116.433198,39.939133"
什刹海旁，邻近南锣鼓巷，带电梯，观景房,帽儿胡同45号院 , 3室1厅 ,68.24,52.0,6.0, 1个月以前发布,885.0,129690.0,东城,"116.404263,39.944"
崇文门新世界商圈核心位置南北通透三居室,新世界家园 , 3室2厅 ,163.99,17.0,10.0, 1个月以前发布,2200.0,134155.0,东城,"116.423741,39.90101"
新景家园东区 2室1厅 980万,新景家园东区 , 2室1厅 ,81.44,52.0,10.0, 1个月以前发布,980.0,120334.0,东城,"116.432142,39.902354"
东城 新永外文化用品商城 南北通透小复式,新永外文化用品商城 , 2室1厅 ,110.45,48.0,6.0, 3个月以前发布,745.0,67452.0,东城,"116.402178,39.872858"
前门东大街 全南向两居室 看房方便,前门东大街 , 2室1厅 ,54.08,75.0,14.0, 3个月以前发布,540.0,99853.0,东城,"116.416214,39.906904"
东花市北里中区 3室2厅 1390万,东花市北里中区 , 3室2厅 ,134.66,34.0,5.0, 1个月以前发布,1390.0,103223.0,东城,"116.439746,39.905443"
化工大院，单独小院，楼层适中，环境优美,化工大院 , 3室1厅 ,86.06,21.0,4.0, 1个月以前发布,860.0,99931.0,东城,"116.422866,39.96664"
户型方正 南北通透两居室 北京市府学胡同小学 ,花梗胡同1号院 , 2室1厅 ,54.64,67.0,11.0, 1个月以前发布,712.0,130308.0,东城,"116.419288,39.94506"
东南两居 楼下地铁 满五年没有个税,领行国际 , 2室2厅 ,105.0,94.0,12.0, 2个月以前发布,830.0,79048.0,东城,"116.448524,39.899018"
华龙美晟精装修两居，双阳台户型，永定门外地铁,华龙美晟 , 2室1厅 ,86.8,148.0,14.0, 3个月以前发布,650.0,74885.0,东城,"116.411858,39.869364"
东城区 天天家园 景泰地铁480米 满五年 ,天天家园 , 2室1厅 ,71.21,140.0,21.0, 2个月以前发布,565.0,79343.0,东城,"116.411885,39.87098"
当代moma 恒温恒湿 新风科技住宅 观湖景 精装修,当代MOMA , 2室2厅 ,152.04,3.0,4.0, 1个月以前发布,1700.0,111813.0,东城,"116.444483,39.956622"
东北二环内 外交部街 南北通透三居室 全明格局,外交部街 , 3室1厅 ,80.54,167.0,4.0, 2个月以前发布,800.0,99330.0,东城,"116.43191,39.919202"
东城房本，南北3居，满五年，公房,和平里七区 , 3室1厅 ,72.35,50.0,1.0, 3个月以前发布,800.0,110574.0,东城,"116.427853,39.966824"
和平里一区 3室1厅 890万,和平里一区 , 3室1厅 ,87.81,59.0,3.0, 1个月以前发布,890.0,101356.0,东城,"116.426526,39.964952"
幸福家园实用两居 满五年无个税 高层对花园,幸福家园二期 , 2室1厅 ,65.25,66.0,24.0, 2个月以前发布,710.0,108813.0,东城,"116.438026,39.898854"
左安浦园 1室1厅 530万,左安浦园 , 1室1厅 ,68.47,55.0,13.0, 1个月以前发布,530.0,77407.0,东城,"116.444673,39.880008"
国瑞城 全南三居 实木装修 采光无遮挡 视野棒 诚售,国瑞城中区 , 3室1厅 ,96.26,82.0,55.0, 4个月以前发布,1050.0,109080.0,东城,"116.429352,39.904538"
史家小学 采光好 带电梯 业主诚心出售 价格可谈,朝阳门南小街 , 1室1厅 ,55.1,73.0,61.0, 2个月以前发布,720.0,130672.0,东城,"116.433451,39.923705"
能落户的公寓 西北两居室两个卫生间  视野好无遮挡,新世界中心 , 2室1厅 ,166.59,132.0,57.0, 5个月以前发布,880.0,52825.0,东城,"116.423696,39.904185"
水上华城正规西向一居室，户型方正,水上华城 , 1室1厅 ,66.1,104.0,1.0, 一年前发布,670.0,101362.0,东城,"116.448783,39.894213"
元嘉国际公寓 南北向两居复式 2003年建成,元嘉国际公寓 , 2室1厅 ,112.96,96.0,2.0, 3个月以前发布,905.0,80117.0,东城,"116.443318,39.942275"
东四北大街 电梯直达东西通透两居室 楼龄新 位置好,东四北大街 , 2室1厅 ,73.25,25.0,13.0, 22天以前发布,746.0,101844.0,东城,"116.423319,39.936221"
忠实里 3室1厅 750万,忠实里 , 3室1厅 ,80.01,79.0,4.0, 5个月以前发布,750.0,93739.0,东城,"116.452323,39.900479"
金世纪嘉园 2室1厅 960万,金世纪嘉园 , 2室1厅 ,112.0,30.0,1.0, 2个月以前发布,960.0,85715.0,东城,"116.4515,39.904606"
中景濠庭 1室1厅 905万,中景濠庭 , 1室1厅 ,74.0,13.0,10.0, 3个月以前发布,905.0,122298.0,东城,"116.405688,39.957686"
太华公寓 2室1厅 1004万,太华公寓 , 2室1厅 ,154.53,15.0,8.0, 1个月以前发布,1004.0,64972.0,东城,"116.423295,39.902249"
天娇园 西向正规方正大两居 中间楼层 ,天娇园 , 2室1厅 ,84.58,30.0,10.0, 1个月以前发布,810.0,95768.0,东城,"116.445751,39.903761"
民安小区东直门内北小街 3室2厅 1200万,民安小区东直门内北小街 , 3室2厅 ,137.06,94.0,24.0, 1个月以前发布,1200.0,87553.0,东城,"116.432862,39.948968"
前门东大街 两居室 商品房本 一层精装修,前门东大街 , 2室0厅 ,46.12,25.0,8.0, 1个月以前发布,470.0,101909.0,东城,"116.416214,39.906904"
满五年一套，可作两居，诚意出售,新世界家园 , 1室1厅 ,79.22,5.0,1.0, 1个月以前发布,1029.9,130000.0,东城,"116.423741,39.90101"
小黄庄一区 2室1厅 700万,小黄庄一区 , 2室1厅 ,59.01,28.0,6.0, 1个月以前发布,700.0,118624.0,东城,"116.416187,39.969551"
新景家园东区 1室1厅 630万,新景家园东区 , 1室1厅 ,58.87,45.0,5.0, 27天以前发布,630.0,107016.0,东城,"116.432142,39.902354"
82平米东向一居 西中街小学 随时看 随时签约,海晟国际公寓 , 1室1厅 ,82.04,28.0,23.0, 1个月以前发布,830.0,101171.0,东城,"116.448623,39.945062"
黄寺大街28号院 3室1厅 718万,黄寺大街28号院 , 3室1厅 ,81.79,72.0,90.0, 1个月以前发布,718.0,87786.0,东城,"116.395564,39.968986"
当代 高层大四居 视野开阔 观景后山艺术空间,当代MOMA , 4室2厅 ,321.06,32.0,25.0, 5个月以前发布,2880.0,89703.0,东城,"116.444483,39.956622"
09年小区  正规两居  全明格局  无遮挡 ,华龙美晟 , 2室1厅 ,95.0,77.0,65.0, 4个月以前发布,660.0,69474.0,东城,"116.411858,39.869364"
天天家园 2室1厅 650万,天天家园 , 2室1厅 ,112.12,119.0,100.0, 2个月以前发布,650.0,57974.0,东城,"116.411885,39.87098"
东城区  户型方正 东西通透两居室 ,沙子口路65号 , 2室1厅 ,57.83,227.0,66.0, 2个月以前发布,360.0,62252.0,东城,"116.412685,39.866379"
地铁5号线  两室一厅  南北通透,安外花园 , 2室1厅 ,57.95,247.0,119.0, 8个月以前发布,530.0,91459.0,东城,"116.418248,39.964378"
左安浦园 1室1厅 578万,左安浦园 , 1室1厅 ,74.79,68.0,84.0, 5个月以前发布,578.0,77284.0,东城,"116.444673,39.880008"
和平里六区 1室1厅 510万,和平里六区 , 1室1厅 ,47.92,118.0,174.0, 4个月以前发布,510.0,106428.0,东城,"116.429949,39.963187"
朝北一居室  花市小学  诚心出售 看房方便,本家润园三期 , 1室1厅 ,47.86,104.0,154.0, 3个月以前发布,460.0,96114.0,东城,"116.44366,39.903303"
东城区   可以上一师附小    落户即可上学,琉璃井路 , 2室1厅 ,56.07,96.0,44.0, 1个月以前发布,450.0,80257.0,东城,"116.413262,39.872716"
